Eureka,Eureka,Organization,Discover Technology,2013-01-01,7,10,1,15000,0,5
Euroclear,Euroclear,Organization,Euroclear was added to CrunchBase in 2013,,,,,0,0,
Eurolink,Eurolink,Organization,,,,,,0,0,
Evalueserve,Evalueserve,Organization,Evalueserve is a global professional services provider offering research, analytics, and data management services.,2000-10-25,7,5000,1001,0,0,
Eventech,Eventech,Organization,Spotlight technology,,,,,0,0,
Exact,Exact,Organization,Business Software,1984-07-23,7,5000,1001,0,0,1800
ExactTarget,ExactTarget,Organization,ExactTarget provides on-demand one-to-one email marketing software applications.,2000-12-01,6,5000,1001,188210000,0,
Exalead,Exalead,Organization,Exalead is a software company that provides search platforms and search-based applications for consumer and business users.,2000-01-01,7,,,15600000,0,150
Exell,EXELL,Organization,Belgian Leading Software & PC Retailers,1991-01-01,4,500,251,1000000,0,
EXFO,EXFO,Organization,EXFOprovides test and monitoring solutions for network service providers and equipment manufacturers.,,,,,6500000,0,
Exilant,Exilant,Organization,,,,,,0,0,
Expedia,Expedia,Organization,Expedia is an online travel agency that provides hotel reservations, airline tickets, vacation packages, and more.,1996-01-01,7,None,None,0,1,4400
Expereo,Expereo,Organization,Global ISP providing Internet Access, Ethernet Access, VPN and Onsite Professional Services.,2004-01-01,4,None,None,0,0,
Experian,Experian,Organization,Experian provides information, analytical tools and marketing services to help manage the risks of commercial and financial decisions.,1980-01-01,7,1000000,10001,0,0,15500
Experimental,Experimental,Organization,We are the Creative Economy Accelerator.,2008-01-01,4,,,0,0,
Express,Express,Organization,Express, Inc. ( Express) is a specialty apparel and accessory retailer offering both women's and men's merchandise.,,,,,0,0,
ExxonMobil,ExxonMobil,Organization,Oil and Gas Production,1999-11-30,7,,,0,0,76900
EYP,EYP,Organization,EYP was added to CrunchBase in 2010,,,,,0,0,
F-Secure,F-Secure,Organization,F-Secureprovides security as a service to consumers and businesses, protecting digital content across devices and access points.,1988-01-01,4,,,0,0,
Fabulous,FABulous,Organization,Future Internet Business Acceleration Programme for 3D Printing Services in Europe.,,,,,0,0,
Facebook,Facebook,Organization,Facebook is an online social networking service that enables its users to connect with friends and family as well as make new connections.,2004-02-04,7,10000,5001,2385000000,5,6818
FaceTime,facetime,Organization,,,,,,0,0,
Factory,Factory6,Organization,Factory6 was founded in 2008,2008-11-08,7,,,0,0,
FantasticOne,Fantastic One,Organization,Fantastic One Pty Limited ACN 103 848 880 ('Fantastic One') provides quality web hosting services at competitive prices for businesses,2001-01-01,4,,,0,0,
Farm,Farm.co,Organization,digital designs,handcrafted strategies,,,,,0,0,
Fastbooking,FastBooking,Organization,FastBooking offers e-marketing and internet-based solutions for the hospitality industry to increase direct bookings and brand visibility.,2000-01-01,4,,,49812000,0,
FastBooking,FastBooking,Organization,FastBooking offers e-marketing and internet-based solutions for the hospitality industry to increase direct bookings and brand visibility.,2000-01-01,4,,,49812000,0,
FastTrack,Fast Track Asia,Organization,Fast Track Asia,,,,,0,0,
Fasttrack,Fast Track Asia,Organization,Fast Track Asia,,,,,0,0,
FatWire,Fatwire,Organization,Fatwire provides web content management solutions that help companies simplify their web presence while delivering a rich online experience.,1996-01-01,4,,,8100000,0,
FCG,FCG,Organization,,,,,,0,0,
FCI,FCI,Organization,FCI Electronics is well renowned and respected for our technological leadership, as well as innovative connector and cable assembly,,,,,0,0,
FCS,FCS,Organization,FCS a TEKsystems Global Services Division designs, develops, markets and supports enterprise applications and solutions to meet the,,,,,0,0,
FedEx,FedEx,Organization,FedEx Corporation provides customers and businesses worldwide with a broad portfolio of transportation, e-commerce and business services.,1973-04-17,7,1000000,10001,0,0,
FICS,FICS,Organization,,,,,,0,0,
Fidelity,Fidelity,Organization,Fidelity Investments provides investment management services.,,,,,0,4,
fillinfinity,Fillinfinity,Organization,,,,,,0,0,
Final,Final,Organization,Final is issuing a credit card that gives consumers total control over their merchant relationships.,2014-01-01,6,10,1,1000000,0,5
Financial,Financial 8,Organization,Stock and Fund Research,,,10,1,0,0,2
Finantix,Finantix,Organization,,,,,,0,0,
Finisar,Finisar,Organization,Finisar Corporation is a technology leader for fiber optic subsystems and network performance test systems.,1988-01-01,4,,,0,1,
finisar,Finisar,Organization,Finisar Corporation is a technology leader for fiber optic subsystems and network performance test systems.,1988-01-01,4,,,0,1,
Firefly,Firefly,Organization,FireFly is a photo check-in service for Twitter.,2010-01-01,7,None,None,0,0,3
Firmenich,Firmenich,Organization,perfume and flavor business,,,,,0,0,
first,FIRST,Organization,To transform there culture by creating a world where science and technology are celebrated and where young people dream of becoming science,1995-01-01,4,,,0,0,
First,FIRST,Organization,To transform there culture by creating a world where science and technology are celebrated and where young people dream of becoming science,1995-01-01,4,,,0,0,
Firstcom,FirstCom,Organization,,,,,,0,0,
FirstCom,FirstCom,Organization,,,,,,0,0,
FIS,FIS,Organization,FIS is a provider of technology-based banking and payment solutions for the financial services industry.,1968-01-01,4,,,0,0,
Fiserv,Fiserv,Organization,Fiserv provides financial services technologies for banks, investment management firms, and leasing, finance and government organizations.,1984-01-01,4,,,0,0,
FIT,FIT 3,Organization,Fitness and Health Superstore,2010-10-15,7,,,0,0,100
FLAG,Flag,Organization,Flag - the app that prints and mails your photos for free.,2014-02-01,7,None,None,0,0,
Fling,Fling,Organization,Fling out moments from your epic life with people all over the world.,,,,,0,0,
Flocations,Flocations,Organization,Flocations is an online travel discovery tool that helps users discover travel packages.,2012-05-01,6,10,1,623500,0,6
Flowserve,Flowserve,Organization,Flowserve is the recognized world leader in supplying pumps, valves, seals, automation, and services to the power, oil, gas, chemical, and,,,,,0,0,
FLSmidth,FLSmidth,Organization,,,,,,0,0,
Flyer,Flyer,Organization,Post event flyers,2012-07-01,7,10,1,0,0,2
Focus,Focus,Organization,Focus is a business research and media company providing analyst support and advisory services to business and technology professionals.,2005-08-01,6,,,12170000,0,
Folio3,Folio3 Software,Organization,Software Development Company,2005-01-01,4,,,0,0,200
Foound,Foound,Organization,Foound is a social networking portal that enables users to find and connect with others and discover events in the area.,2009-11-01,7,,,500000,0,9
Ford,Ford,Organization,Ford is an automotive company that develops, manufactures, distributes, and services vehicles, parts, and accessories worldwide.,1903-06-16,7,1000000,10001,0,0,171000
Foremost,Foremost,Organization,Small-batch, American-made clothing. Under $50.,2014-05-28,7,None,None,475000,0,
FORTIS,Fortis,Organization,Fortis Intertrust is a leading provider of financial services at the crossroads of legal, accounting and tax expertise.,1990-01-01,4,,,0,2,
Fortis,Fortis,Organization,Fortis Intertrust is a leading provider of financial services at the crossroads of legal, accounting and tax expertise.,1990-01-01,4,,,0,2,
Fortune,FORTUNE,Organization,,,,,,0,0,
Fossil,Fossil,Organization,Fossil develop mobile applications and they are modern vintage design bran,1984-01-01,4,,,0,0,
Foundation,Foundation,Organization,Foundation is a monthly video series interviewing influential founders in the tech community.,2011-01-01,4,,,0,0,
Fractal,Fractal,Organization,,,,,,0,1,
Free,Free,Organization,,,,,,0,0,
Freelance,Freelance,Organization,Freelance was added to CrunchBase in 2011,,,,,0,0,
freelance,Freelance,Organization,Freelance was added to CrunchBase in 2011,,,,,0,0,
Freelancing,Freelancing,Organization,Freelancing was added to CrunchBase in 2013,,,,,0,0,
Freescale,Freescale Semiconductor,Organization,semiconductor solutions,1953-01-01,4,1000000,10001,0,2,22900
Fresh,Fresh !,Organization,Fresh! is a French web agency specialized in developing all-in-one dashboard intelligence platforms.,2008-05-15,7,,,100000,0,9
FRONT,Front Studio,Organization,User experience design / web studio,2000-01-01,4,,,0,0,13
Frontier,Frontier,Organization,Frontier Consulting has successfully helped over 100 Nordic companies.,2008-01-01,4,,,0,1,
Frontiers,Frontiers,Organization,Frontiers is a community-oriented open-access academic publisher and research network,2007-01-01,4,250,101,0,0,15
Frontline,Frontline,Organization,Frontline is India's national magazine from the publishers of The Hindu.,,,,,0,0,
ftW,FTW,Organization,,,,,,0,0,
Fujitsu,Fujitsu,Organization,Fujitsu provides information technology and communications solutions.,,,,,0,2,
FUJITSU,Fujitsu,Organization,Fujitsu provides information technology and communications solutions.,,,,,0,2,
Fun,Fun+,Organization,Fun+ is a mobile app developer company and developed apps for iOs users named Diamond Rush - clear gems to dash - best game by Fun Plus.,,,,,0,0,
Fusion,Fusion,Organization,Fusion.net features news, articles, and videos related to worldwide issues, entertainment, technology, lifestyle, and more.,2011-01-01,7,None,None,0,0,
FutureDial,FutureDial,Organization,FutureDial is a software company founded in 1999 focused on developing mobile device tools for smartphone and tablet OEMs.,,,,,1334560,0,
G4S,G4S,Organization,G4S, an international security solutions group, focuses on BPO sectors where security and safety risks are considered a strategic threat.,,,,,541000000,0,
Galaxy,Galaxy,Organization,Online Work Collaboration Software,2008-06-01,7,,,0,0,2
Gallup,Gallup,Organization,Gallup has studied human nature and behavior for more than 75 years. Gallup's reputation for delivering relevant, timely, and visionary,,,,,0,0,
GAMBIT,Gambit Payments,Organization,Gambit is a payments solution for social networks, enabling game publishers to monetize their communities through direct payment methods.,2007-01-01,4,,,0,0,
Gambit,Gambit Payments,Organization,Gambit is a payments solution for social networks, enabling game publishers to monetize their communities through direct payment methods.,2007-01-01,4,,,0,0,
Game,GAME,Organization,Game.co.uk is a games retailer with many deals on video games, consoles, accessories, and the latest preorder games.,,,None,None,0,0,
Gameloft,Gameloft,Organization,Gameloft is an international publisher and developer of digitally-distributed video games speciallydesigned for iOS, Android andJava.,1999-01-01,4,,,0,0,4000
Garena,Garena,Organization,Headquartered in Singapore, Garena is a leading online and mobile entertainment provider in Southeast Asia.,2009-09-06,7,None,None,2000000,2,10
Gartner,Gartner,Organization,Gartner provides fact-based consulting services, helping clients use and manage IT to enhance business performance.,1979-03-10,7,10000,5001,0,0,4000
Gateway,Gateway,Organization,Computers and displays,1985-01-01,4,,,0,0,
GBS,GBS,Organization,GBS is a software and services company developing cloud automation and IBM Lotus Notes and Domino.,,,,,7555000,0,
GCE,GCE,Organization,,,,,,0,0,
GE,GE,Organization,,,,,,0,0,
Ge,GE,Organization,,,,,,0,0,
GECIS,GECIS,Organization,,,,,,0,0,
Geensoft,Geensoft,Organization,Professional Services Company,,,,,0,0,
Gemalto,Gemalto,Organization,Gemalto, a digital security company, offers mobile connectivity, payment technology and data protection solutions to manage services.,2006-01-01,4,,,0,1,12000
GemAlto,Gemalto,Organization,Gemalto, a digital security company, offers mobile connectivity, payment technology and data protection solutions to manage services.,2006-01-01,4,,,0,1,12000
